id,value,weight,volume,category
5247,8834,217,51,cat_2
5248,6606,836,915,cat_3
5249,6597,384,945,cat_0
5250,5997,703,15,cat_1
5251,7209,492,323,cat_1
5252,9287,3,346,cat_1
5253,5514,680,727,cat_2
5254,8455,149,606,cat_2
5255,6273,464,791,cat_3
5256,131,805,516,cat_3
5257,8483,718,528,cat_2
5258,6854,930,846,cat_0
5259,7640,888,421,cat_1
5260,9208,523,802,cat_2
5261,1524,302,259,cat_1
5262,5610,950,312,cat_1
5263,1558,417,993,cat_2
5264,6114,894,456,cat_4
5265,6285,738,202,cat_4
5266,4148,981,449,cat_1
5267,2853,413,716,cat_3
5268,7854,551,365,cat_2
5269,8199,525,513,cat_1
5270,8190,782,471,cat_2
5271,2828,549,543,cat_3
5272,7440,725,652,cat_0
5273,307,141,407,cat_3
5274,9930,504,805,cat_0
5275,4289,870,525,cat_1
5276,2294,777,728,cat_2
5277,698,725,979,cat_1
5278,2614,907,893,cat_4
5279,4787,984,20,cat_4
5280,7181,276,304,cat_0
5281,6388,627,456,cat_3
5282,2365,620,239,cat_0
5283,9578,276,76,cat_3
5284,6004,777,155,cat_0
5285,941,114,972,cat_1
5286,4303,31,575,cat_0
5287,352,648,572,cat_3
5288,9971,104,810,cat_0
5289,8577,434,882,cat_3
5290,4391,154,439,cat_2
5291,7018,557,426,cat_2
5292,8396,704,926,cat_2
5293,1659,698,675,cat_3
5294,6329,912,688,cat_3
5295,3696,305,100,cat_2
5296,7454,380,145,cat_3
5297,9473,390,511,cat_2
5298,1601,871,166,cat_3
5299,9971,618,304,cat_1
5300,5663,371,745,cat_3
5301,7287,590,129,cat_2
5302,6957,120,131,cat_4
5303,4956,737,164,cat_3
5304,9092,870,339,cat_4
5305,7625,988,112,cat_0
5306,4564,881,899,cat_1
5307,2852,808,245,cat_3
5308,1262,101,142,cat_0
5309,9113,687,777,cat_3
5310,3268,777,111,cat_3
5311,7108,11,87,cat_3
5312,5308,101,265,cat_0
5313,123,477,3,cat_1
5314,1528,575,169,cat_4
5315,7576,597,980,cat_2
5316,6679,225,784,cat_1
5317,4883,179,275,cat_0
5318,9622,738,324,cat_0
5319,8515,1,695,cat_0
5320,6160,384,548,cat_1
5321,3508,418,825,cat_4
5322,5513,89,715,cat_3
5323,2895,223,267,cat_0
5324,9105,770,397,cat_0
5325,3582,432,397,cat_3
5326,277,893,101,cat_2
5327,7014,428,272,cat_3
5328,9477,780,58,cat_0
5329,4194,655,549,cat_1
5330,6423,819,764,cat_4
5331,3376,363,999,cat_4
5332,8660,216,778,cat_1
5333,6424,892,113,cat_1
5334,2472,699,538,cat_1
5335,3279,195,69,cat_2
5336,7602,677,785,cat_1
5337,4388,661,480,cat_2
5338,8046,698,82,cat_3
5339,9215,821,693,cat_3
5340,3029,662,769,cat_3
5341,6429,748,814,cat_2
5342,2222,876,163,cat_2
5343,1505,169,873,cat_3
5344,5088,257,486,cat_3
5345,8207,269,947,cat_1
5346,9051,27,248,cat_2
5347,3207,56,130,cat_0
5348,3803,761,991,cat_1
5349,9755,983,807,cat_3
5350,4363,578,407,cat_2
5351,2069,711,170,cat_4
5352,3923,636,562,cat_4
5353,2469,23,375,cat_2
5354,4711,445,238,cat_0
5355,8263,799,152,cat_3
5356,1152,254,559,cat_0
5357,8742,993,356,cat_0
5358,6990,476,244,cat_1
5359,4600,739,699,cat_3
5360,6055,272,781,cat_4
5361,75,502,985,cat_0
5362,6674,86,404,cat_2
5363,6717,618,837,cat_4
5364,5561,114,206,cat_2
5365,5712,95,601,cat_3
5366,9586,245,295,cat_1
5367,8045,474,896,cat_2
5368,4030,604,149,cat_2
5369,8973,45,215,cat_2
5370,6815,759,772,cat_2
5371,6972,224,87,cat_0
5372,2511,922,357,cat_1
5373,6038,553,201,cat_4
5374,4168,948,684,cat_0
5375,7086,219,596,cat_3
5376,6356,669,286,cat_2
5377,1680,790,361,cat_4
5378,3817,932,683,cat_2
5379,7443,450,996,cat_2
5380,6899,179,925,cat_4
5381,8124,762,742,cat_0
5382,4795,786,245,cat_2
5383,1594,974,216,cat_1
5384,3263,51,928,cat_1
5385,1148,277,530,cat_4
5386,9098,292,627,cat_2
5387,3975,420,73,cat_1
5388,1433,186,313,cat_1
5389,7699,529,702,cat_0
5390,9983,724,241,cat_3
5391,9349,891,852,cat_3
5392,4592,818,578,cat_1
5393,5073,922,323,cat_0
5394,7096,778,351,cat_4
5395,7644,415,373,cat_2
5396,4148,878,473,cat_2
5397,9102,453,880,cat_3
5398,5034,25,509,cat_0
5399,2866,265,888,cat_0
5400,9938,970,63,cat_0
5401,7397,139,56,cat_1
5402,8015,775,282,cat_1
5403,5678,847,804,cat_4
5404,74,867,270,cat_2
5405,402,147,919,cat_0
5406,1665,650,382,cat_1
5407,7860,494,898,cat_2
5408,3514,568,919,cat_0
5409,6310,207,359,cat_3
5410,6858,911,646,cat_1
5411,7045,333,293,cat_3
5412,9591,275,442,cat_4
5413,3023,585,370,cat_2
5414,2398,338,179,cat_2
5415,7308,722,389,cat_1
5416,9738,149,731,cat_1
5417,2437,176,317,cat_0
5418,6240,178,880,cat_4
5419,1673,673,461,cat_2
5420,5230,565,110,cat_1
5421,9660,231,906,cat_0
5422,3421,24,644,cat_4
5423,4536,554,5,cat_1
5424,5117,767,421,cat_3
5425,6158,181,44,cat_3
5426,9916,713,908,cat_0
5427,1747,391,841,cat_1
5428,6768,90,719,cat_1
5429,606,406,464,cat_2
5430,8183,433,282,cat_0
5431,4211,269,228,cat_3
5432,8243,954,605,cat_0
5433,1485,70,462,cat_0
5434,9763,425,699,cat_3
5435,9143,356,199,cat_0
5436,3983,594,661,cat_1
5437,9494,381,848,cat_0
5438,695,484,269,cat_2
5439,348,575,330,cat_0
5440,8905,249,232,cat_4
5441,9675,824,529,cat_2
5442,6877,159,680,cat_2
5443,7070,804,642,cat_0
5444,5917,700,694,cat_4
5445,2240,240,186,cat_1
5446,3232,844,193,cat_2
5447,1722,260,38,cat_0
5448,3278,336,725,cat_3
5449,9929,327,97,cat_1
5450,4632,409,379,cat_2
5451,3789,469,221,cat_0
5452,5950,895,70,cat_3
5453,296,797,185,cat_2
5454,9068,119,281,cat_4
5455,1488,209,406,cat_0
5456,445,868,203,cat_2
5457,6696,689,880,cat_3
5458,2574,757,589,cat_3
5459,9413,108,236,cat_1
5460,7890,737,234,cat_4
5461,401,793,1000,cat_0
5462,7515,849,399,cat_3
5463,9412,927,51,cat_3
5464,2651,799,108,cat_1
5465,7006,507,342,cat_3
5466,9852,141,994,cat_3
5467,9698,511,737,cat_4
5468,2259,690,99,cat_4
5469,9666,229,23,cat_1
5470,8126,130,728,cat_1
5471,8315,515,442,cat_4
5472,9893,994,94,cat_3
5473,3807,310,722,cat_1
5474,1458,248,392,cat_3
5475,5305,32,986,cat_0
5476,2619,326,190,cat_4
5477,6313,733,193,cat_1
5478,5796,215,719,cat_0
5479,7605,308,447,cat_1
5480,27,13,622,cat_4
5481,3826,407,955,cat_2
5482,406,243,197,cat_1
5483,6287,52,333,cat_1
5484,5497,137,749,cat_0
5485,4858,214,749,cat_0
5486,4158,245,367,cat_1
5487,6107,93,666,cat_2
5488,1977,418,977,cat_4
5489,6190,256,840,cat_3
5490,360,232,997,cat_2
5491,6244,807,516,cat_2
5492,3658,66,961,cat_3
5493,7081,718,906,cat_3
5494,872,595,870,cat_3
5495,5491,867,248,cat_3
5496,4459,739,21,cat_1
5497,2152,474,878,cat_2
5498,43,359,576,cat_0
5499,819,482,974,cat_4
5500,8527,826,97,cat_3
5501,1455,50,514,cat_2
5502,5539,59,51,cat_1
5503,5555,819,692,cat_1
5504,9658,740,894,cat_3
5505,7293,267,249,cat_2
5506,6689,279,512,cat_4
5507,1642,489,103,cat_4
5508,614,284,33,cat_2
5509,8165,137,401,cat_2
5510,7371,325,503,cat_4
5511,690,669,669,cat_4
5512,8470,793,376,cat_0
5513,6506,777,466,cat_4
5514,682,791,939,cat_4
5515,7647,44,645,cat_3
5516,2834,620,137,cat_3
5517,9897,235,742,cat_2
5518,4441,776,834,cat_2
5519,4302,66,641,cat_2
5520,5433,313,381,cat_3
5521,6565,399,801,cat_1
5522,4089,148,940,cat_3
5523,3092,2,350,cat_4
5524,2065,426,728,cat_3
5525,4046,280,844,cat_2
5526,3906,140,329,cat_1
5527,477,277,519,cat_0
5528,9138,462,802,cat_2
5529,7692,657,988,cat_4
5530,7443,536,568,cat_1
5531,1133,297,73,cat_3
5532,2664,794,541,cat_0
5533,3397,238,590,cat_1
5534,398,419,148,cat_0
5535,3344,811,452,cat_3
5536,7792,352,913,cat_2
5537,6548,367,603,cat_3
5538,8386,501,751,cat_4
5539,7331,523,866,cat_4
5540,9785,202,55,cat_3
5541,6486,847,613,cat_2
5542,2517,480,691,cat_3
5543,4077,246,584,cat_4
5544,3840,404,556,cat_4
5545,8615,137,270,cat_3
5546,3721,566,648,cat_4
5547,7680,397,581,cat_1
5548,8406,652,391,cat_2
5549,3217,236,124,cat_2
5550,5101,507,721,cat_2
5551,499,80,249,cat_0
5552,1253,94,232,cat_0
5553,2449,350,376,cat_2
5554,7170,175,91,cat_4
5555,9747,522,611,cat_3
5556,8002,467,456,cat_1
5557,8472,283,28,cat_1
5558,51,259,388,cat_1
5559,7633,611,100,cat_3
5560,5785,677,660,cat_4
5561,1765,580,697,cat_1
5562,9166,575,454,cat_3
5563,6493,434,844,cat_3
5564,9743,981,662,cat_1
5565,1022,714,842,cat_1
5566,4172,390,24,cat_1
5567,7225,198,65,cat_2
5568,5105,351,850,cat_0
5569,5971,440,384,cat_1
5570,3103,857,591,cat_3
5571,4739,555,106,cat_3
5572,1137,911,37,cat_3
5573,32,65,485,cat_0
5574,2054,27,169,cat_2
5575,3112,161,530,cat_1
5576,7595,882,438,cat_0
5577,3334,684,260,cat_1
5578,4100,682,334,cat_0
5579,1117,558,881,cat_4
5580,5549,872,562,cat_0
5581,4280,722,431,cat_0
5582,3972,222,837,cat_0
5583,2781,737,303,cat_0
5584,3152,975,904,cat_0
5585,4592,427,892,cat_0
5586,686,175,216,cat_3
5587,7916,467,638,cat_0
5588,987,299,913,cat_0
5589,5906,974,395,cat_2
5590,6924,94,275,cat_3
5591,8432,871,530,cat_0
5592,9954,663,334,cat_3
5593,1129,179,811,cat_1
5594,5608,849,96,cat_2
5595,3110,8,30,cat_4
5596,1309,968,916,cat_0
5597,5895,997,265,cat_4
5598,1611,865,36,cat_1
5599,2189,69,212,cat_3
5600,1115,783,938,cat_4
5601,6261,453,980,cat_1
5602,6893,272,72,cat_3
5603,136,983,810,cat_0
5604,5057,562,476,cat_2
5605,1171,991,995,cat_4
5606,7421,676,671,cat_1
5607,4366,32,929,cat_4
5608,2776,596,380,cat_3
5609,1957,319,14,cat_3
5610,5696,230,883,cat_4
5611,9088,436,984,cat_4
5612,3579,598,766,cat_4
5613,5237,388,20,cat_2
5614,6473,267,344,cat_3
5615,6772,310,764,cat_1
5616,9540,990,881,cat_3
5617,7245,630,358,cat_4
5618,1439,6,385,cat_2
5619,1053,511,133,cat_2
5620,1205,295,991,cat_1
5621,9360,504,837,cat_2
5622,913,648,660,cat_3
5623,6679,937,878,cat_3
5624,2240,658,437,cat_4
5625,7041,57,279,cat_2
5626,8009,288,394,cat_2
5627,3618,702,628,cat_0
5628,483,365,923,cat_4
5629,5202,150,951,cat_0
5630,9701,567,16,cat_4
5631,5422,281,20,cat_0
5632,8824,691,868,cat_3
5633,4454,798,727,cat_4
5634,7416,695,495,cat_3
5635,361,804,184,cat_0
5636,5993,392,591,cat_4
5637,1282,328,981,cat_2
5638,3821,963,795,cat_2
5639,5805,655,789,cat_4
5640,6610,470,46,cat_3
5641,2269,76,589,cat_0
5642,8898,32,971,cat_2
5643,1175,506,101,cat_4
5644,9303,806,223,cat_4
5645,8813,77,982,cat_3
5646,1604,370,163,cat_2
5647,952,888,586,cat_0
5648,9144,194,964,cat_0
5649,1223,945,306,cat_1
5650,7543,141,477,cat_0
5651,3496,667,928,cat_3
5652,2798,587,98,cat_2
5653,6692,963,780,cat_1
5654,6394,173,604,cat_3
5655,4403,190,767,cat_0
5656,150,564,574,cat_4
5657,4986,12,790,cat_3
5658,833,668,290,cat_0
5659,2104,880,376,cat_0
5660,871,179,30,cat_3
5661,8944,739,910,cat_3
5662,4475,8,357,cat_4
5663,5815,387,384,cat_2
5664,125,252,713,cat_4
5665,6189,620,309,cat_1
5666,6083,833,650,cat_0
5667,9519,787,948,cat_3
5668,4191,388,593,cat_3
5669,3070,601,223,cat_4
5670,3375,193,973,cat_4
5671,9436,152,73,cat_2
5672,2535,130,222,cat_3
5673,4802,492,21,cat_3
5674,4604,231,275,cat_0
5675,7769,247,666,cat_4
5676,4876,822,750,cat_2
5677,3673,5,352,cat_1
5678,1400,285,586,cat_2
5679,3555,843,188,cat_3
5680,3972,748,416,cat_3
5681,8243,753,534,cat_4
5682,6447,142,601,cat_0
5683,6940,586,949,cat_1
5684,9106,316,969,cat_0
5685,703,448,428,cat_1
5686,4966,351,727,cat_2
5687,4662,580,625,cat_1
5688,8818,912,347,cat_0
5689,6573,16,380,cat_2
5690,1072,911,159,cat_3
5691,3337,116,783,cat_2
5692,1197,906,812,cat_0
5693,3468,896,975,cat_0
5694,9181,444,345,cat_3
5695,8596,299,786,cat_4
5696,686,626,576,cat_2
5697,6909,271,518,cat_0
5698,9335,235,238,cat_4
5699,959,347,569,cat_3
5700,7724,339,519,cat_4
5701,8412,522,510,cat_3
5702,5031,469,840,cat_1
5703,9580,447,978,cat_4
5704,1468,357,390,cat_0
5705,6124,935,896,cat_3
5706,3807,95,647,cat_1
5707,2731,421,95,cat_1
5708,8796,861,654,cat_1
5709,8028,21,16,cat_0
5710,2610,184,43,cat_3
5711,3435,781,875,cat_2
5712,4573,827,301,cat_1
5713,8775,241,754,cat_3
5714,171,464,253,cat_2
5715,7151,397,986,cat_4
5716,4407,850,735,cat_3
5717,5185,288,603,cat_4
5718,7079,536,310,cat_2
5719,2364,498,268,cat_1
5720,5960,579,420,cat_1
5721,2545,752,135,cat_2
5722,3992,209,367,cat_3
5723,6592,921,290,cat_4
5724,121,591,879,cat_1
5725,3455,648,156,cat_3
5726,2278,537,813,cat_2
5727,5010,356,549,cat_1
5728,3823,892,491,cat_2
5729,7497,673,438,cat_1
5730,3057,606,567,cat_0
5731,197,730,274,cat_4
5732,5717,856,973,cat_3
5733,3038,140,338,cat_3
5734,6739,422,236,cat_1
5735,2436,893,11,cat_1
5736,1420,524,533,cat_0
5737,2110,675,131,cat_0
5738,1205,417,176,cat_1
5739,2014,696,576,cat_4
5740,6831,275,30,cat_4
5741,2839,111,330,cat_4
5742,9919,451,420,cat_0
5743,3653,225,309,cat_4
5744,4113,164,296,cat_2
5745,8470,376,71,cat_4
5746,1353,970,402,cat_4
5747,8172,573,222,cat_0
5748,2456,255,180,cat_0
5749,2976,728,464,cat_4
5750,6651,615,997,cat_1
5751,9369,69,122,cat_3
5752,6225,597,922,cat_2
5753,9452,735,530,cat_0
5754,7290,619,590,cat_4
5755,9632,655,305,cat_0
5756,264,969,705,cat_1
5757,8144,362,746,cat_2
5758,2853,933,228,cat_4
5759,5856,572,609,cat_3
5760,8314,699,329,cat_0
5761,84,428,721,cat_3
5762,7184,753,820,cat_3
5763,9539,264,26,cat_4
5764,5794,770,596,cat_4
5765,325,958,487,cat_1
5766,8687,623,133,cat_2
5767,5988,173,759,cat_1
5768,3338,644,432,cat_0
5769,9522,810,254,cat_2
5770,9915,917,880,cat_3
5771,8078,190,975,cat_2
5772,4391,75,682,cat_1
5773,1845,726,259,cat_4
5774,9610,635,588,cat_0
5775,8816,175,400,cat_2
5776,1187,763,574,cat_4
5777,6551,528,379,cat_1
5778,1294,68,812,cat_4
5779,4165,76,296,cat_0
5780,4640,461,345,cat_2
5781,4078,533,835,cat_2
5782,8313,826,507,cat_3
5783,5706,600,199,cat_0
5784,1506,28,638,cat_0
5785,4088,424,353,cat_2
5786,7431,381,392,cat_1
5787,6185,68,255,cat_2
5788,2573,575,977,cat_2
5789,8271,871,132,cat_2
5790,9791,952,910,cat_1
5791,2059,280,48,cat_3
5792,4270,942,460,cat_4
5793,3669,441,866,cat_3
5794,8165,76,721,cat_4
5795,5852,663,270,cat_2
5796,3611,501,81,cat_0
5797,1025,70,677,cat_0
5798,4532,774,69,cat_2
5799,231,657,397,cat_1
5800,2024,198,750,cat_0
5801,1145,322,131,cat_0
5802,5473,258,798,cat_3
5803,6889,967,787,cat_0
5804,6660,951,271,cat_2
5805,4584,865,175,cat_1
5806,8922,370,364,cat_4
5807,7451,354,256,cat_2
5808,6705,248,742,cat_4
5809,2456,269,86,cat_0
5810,3334,886,197,cat_3
5811,7102,232,748,cat_1
5812,4601,193,95,cat_3
5813,6849,585,907,cat_4
5814,1388,786,803,cat_4
5815,2291,733,622,cat_1
5816,9915,589,711,cat_3
5817,7325,885,404,cat_0
5818,6027,588,826,cat_4
5819,2043,15,391,cat_1
5820,8183,64,674,cat_1
5821,442,921,606,cat_1
5822,101,512,287,cat_2
5823,637,224,105,cat_4
5824,9209,626,562,cat_3
5825,5409,651,39,cat_0
5826,2544,815,987,cat_2
5827,7081,221,787,cat_4
5828,5065,229,330,cat_1
5829,9004,826,313,cat_3
5830,697,758,770,cat_4
5831,7579,640,681,cat_0
5832,2012,261,761,cat_4
5833,1783,553,64,cat_0
5834,8985,424,393,cat_1
5835,9594,28,396,cat_2
5836,1019,428,313,cat_3
5837,3050,881,359,cat_2
5838,598,996,721,cat_0
5839,8556,698,925,cat_4
5840,4949,676,897,cat_0
5841,4253,756,236,cat_2
5842,3828,584,175,cat_2
5843,940,498,922,cat_2
5844,1496,171,497,cat_1
5845,2744,981,960,cat_1
5846,2924,713,856,cat_0
5847,1494,317,58,cat_2
5848,7249,201,411,cat_4
5849,6594,327,833,cat_3
5850,1025,674,681,cat_0
5851,977,987,914,cat_1
5852,2583,592,519,cat_3
5853,2603,119,952,cat_4
5854,1991,216,238,cat_1
5855,7786,987,708,cat_2
5856,9419,855,67,cat_4
5857,6423,754,235,cat_1
5858,703,578,172,cat_1
5859,6440,464,259,cat_4
5860,8188,840,692,cat_0
5861,2262,226,14,cat_0
5862,7304,204,682,cat_3
5863,5850,651,395,cat_0
5864,8418,507,297,cat_2
5865,9995,57,419,cat_2
5866,9001,921,846,cat_1
5867,4287,913,215,cat_2
5868,3297,20,101,cat_2
5869,6046,703,401,cat_0
5870,3575,463,171,cat_0
5871,6235,705,531,cat_3
5872,3394,73,891,cat_2
5873,9535,343,196,cat_4
5874,1709,270,790,cat_4
5875,9713,782,734,cat_2
5876,9752,650,665,cat_2
5877,1648,507,898,cat_4
5878,7233,626,16,cat_3
5879,5424,823,164,cat_0
5880,4396,699,783,cat_0
5881,1820,825,973,cat_0
5882,1800,93,590,cat_1
5883,9327,647,434,cat_1
5884,691,520,147,cat_3
5885,4782,979,802,cat_2
5886,3553,530,908,cat_1
5887,4150,891,243,cat_2
5888,6822,674,153,cat_4
5889,410,588,772,cat_0
5890,741,165,339,cat_0
5891,4854,572,582,cat_3
5892,1263,972,548,cat_2
5893,9169,745,249,cat_4
5894,9132,570,267,cat_4
5895,9912,544,546,cat_0
5896,545,79,228,cat_3
5897,2312,959,471,cat_0
5898,9825,127,715,cat_0
5899,1939,77,891,cat_0
5900,8088,37,879,cat_4
5901,5188,117,479,cat_1
5902,6150,617,349,cat_2
5903,5466,235,757,cat_4
5904,8422,668,799,cat_3
5905,9352,756,53,cat_0
5906,8205,562,591,cat_2
5907,5065,987,178,cat_2
5908,7528,654,73,cat_4
5909,7306,834,367,cat_0
5910,9399,920,752,cat_4
5911,2136,958,440,cat_0
5912,2115,142,470,cat_3
5913,3824,313,551,cat_3
5914,5714,674,994,cat_4
5915,6207,96,355,cat_0
5916,8753,374,883,cat_1
5917,8254,785,367,cat_3
5918,2065,408,425,cat_0
5919,6620,825,34,cat_4
5920,1189,536,807,cat_0
5921,513,513,103,cat_1
5922,2018,253,642,cat_0
5923,4285,156,27,cat_4
5924,1741,862,432,cat_0
5925,7852,435,29,cat_4
5926,8974,41,772,cat_2
5927,5658,971,809,cat_3
5928,7911,243,300,cat_2
5929,8189,351,935,cat_1
5930,3504,860,276,cat_1
5931,2322,459,877,cat_3
5932,4609,778,350,cat_4
5933,6163,546,663,cat_1
5934,3088,821,607,cat_2
5935,7427,70,859,cat_1
5936,4389,993,65,cat_3
5937,4198,427,601,cat_4
5938,9048,532,73,cat_4
5939,4955,709,764,cat_3
5940,3176,546,679,cat_0
5941,7104,13,638,cat_2
5942,2415,983,419,cat_3
5943,3440,868,773,cat_0
5944,1790,91,26,cat_3
5945,4591,198,84,cat_0
5946,4405,495,700,cat_2
5947,2773,254,142,cat_2
5948,5513,258,522,cat_2
5949,7147,785,154,cat_0
5950,6721,610,397,cat_3
5951,3268,7,359,cat_4
5952,2099,250,871,cat_4
5953,2141,915,804,cat_2
5954,7556,532,920,cat_1
5955,8016,148,193,cat_3
5956,2003,259,219,cat_0
5957,7883,905,568,cat_2
5958,5886,870,706,cat_3
5959,3266,431,691,cat_1
5960,8420,781,619,cat_1
5961,8603,953,68,cat_2
5962,1513,369,857,cat_3
5963,5820,149,277,cat_3
5964,1560,306,561,cat_2
5965,9072,809,229,cat_1
5966,8589,784,488,cat_4
5967,1983,569,402,cat_4
5968,2075,143,155,cat_2
5969,3450,698,3,cat_2
5970,7204,895,707,cat_2
5971,6258,372,909,cat_1
5972,3727,973,976,cat_2
5973,6800,628,667,cat_0
5974,7639,330,510,cat_3
5975,9141,693,596,cat_3
5976,4893,260,973,cat_0
5977,6565,776,659,cat_0
5978,1759,493,663,cat_0
5979,2172,526,549,cat_3
5980,6139,247,230,cat_1
5981,9251,490,4,cat_4
5982,4884,202,233,cat_0
5983,9625,103,421,cat_1
5984,6844,936,271,cat_3
5985,3795,50,397,cat_3
5986,487,704,337,cat_4
5987,4637,187,258,cat_4
5988,1980,580,235,cat_3
5989,720,500,74,cat_2
5990,2481,542,718,cat_1
5991,406,47,922,cat_4
5992,3123,537,795,cat_1
5993,7020,415,982,cat_2
5994,9376,388,372,cat_2
5995,4154,974,192,cat_2
5996,9478,866,124,cat_0
5997,9376,869,342,cat_1
5998,8630,679,5,cat_2
5999,637,884,877,cat_2
6000,4142,712,254,cat_3
6001,4163,823,725,cat_3
6002,3267,158,204,cat_1
6003,3358,22,435,cat_3
6004,2797,128,511,cat_4
6005,7628,997,238,cat_1
6006,6165,59,488,cat_3
6007,9384,529,87,cat_0
6008,1414,979,905,cat_0
6009,6750,48,712,cat_3
6010,828,904,426,cat_4
6011,484,688,857,cat_3
6012,5626,780,468,cat_4
6013,9409,215,300,cat_1
6014,9223,735,306,cat_0
6015,3402,879,624,cat_2
6016,6119,931,559,cat_1
6017,7640,92,632,cat_4
6018,1201,177,314,cat_0
6019,5907,518,352,cat_3
6020,3979,742,379,cat_2
6021,5736,853,409,cat_0
6022,6933,973,578,cat_4
6023,8983,237,448,cat_3
6024,4819,418,724,cat_4
6025,7438,201,316,cat_2
6026,5523,788,256,cat_4
6027,4685,244,411,cat_4
6028,1278,549,436,cat_2
6029,9205,649,641,cat_3
6030,2399,50,645,cat_4
6031,6257,11,765,cat_0
6032,2184,592,249,cat_2
6033,814,823,198,cat_0
6034,4810,614,344,cat_2
6035,1021,669,333,cat_4
6036,9660,42,955,cat_0
6037,7852,776,730,cat_0
6038,2736,712,370,cat_3
6039,7967,826,464,cat_1
6040,4772,108,943,cat_3
6041,9237,245,660,cat_2
6042,1661,722,592,cat_3
6043,3581,47,707,cat_4
6044,5922,862,158,cat_3
6045,6061,331,231,cat_1
6046,4662,838,130,cat_0
6047,914,371,166,cat_0
6048,3931,253,638,cat_4
6049,4940,525,256,cat_2
6050,4333,957,268,cat_2
6051,8753,444,250,cat_3
6052,1600,392,579,cat_3
6053,8618,744,293,cat_2
6054,6231,8,185,cat_4
6055,2149,717,958,cat_2
6056,7469,796,69,cat_2
6057,4098,825,42,cat_4
6058,9621,60,250,cat_3
6059,729,331,657,cat_0
6060,8775,963,557,cat_2
6061,4238,702,762,cat_1
6062,5432,612,554,cat_0
6063,7228,303,873,cat_4
6064,4764,199,941,cat_2
6065,7552,710,151,cat_3
6066,3660,247,831,cat_2
6067,3948,230,499,cat_4
6068,86,612,336,cat_4
6069,8791,702,959,cat_1
6070,2338,607,130,cat_3
6071,9679,514,857,cat_1
6072,6016,54,518,cat_3
6073,7206,279,776,cat_4
6074,8422,459,899,cat_0
6075,2569,342,614,cat_4
6076,5848,567,308,cat_0
6077,5806,613,806,cat_4
6078,3947,807,106,cat_2
6079,8087,850,527,cat_1
6080,5045,352,957,cat_3
6081,963,48,367,cat_2
6082,293,333,686,cat_2
6083,3046,418,961,cat_0
6084,5633,793,972,cat_0
6085,5297,798,628,cat_2
6086,3194,932,505,cat_1
6087,6142,805,825,cat_2
6088,9348,526,226,cat_4
6089,5272,384,215,cat_4
6090,6865,32,128,cat_2
6091,8231,174,34,cat_0
6092,270,224,912,cat_3
6093,9866,490,768,cat_3
6094,7292,857,688,cat_0
6095,4748,251,477,cat_0
6096,2206,278,681,cat_0
6097,4348,998,798,cat_2
6098,9851,742,109,cat_3
6099,9944,576,238,cat_1
6100,4,88,769,cat_0
6101,8698,187,833,cat_1
6102,3803,148,83,cat_0
6103,2862,993,415,cat_4
6104,2870,635,296,cat_1
6105,6001,804,337,cat_1
6106,3238,575,31,cat_4
6107,6159,227,841,cat_2
6108,9992,283,378,cat_0
6109,9011,788,10,cat_3
6110,9761,715,125,cat_0
6111,100,143,450,cat_4
6112,2000,938,930,cat_1
6113,1985,521,227,cat_4
6114,7049,47,880,cat_3
6115,5538,999,258,cat_4
6116,3699,29,22,cat_3
6117,3148,482,761,cat_3
6118,4669,653,518,cat_0
6119,584,327,408,cat_1
6120,9424,824,645,cat_2
6121,8926,448,141,cat_4
6122,2217,947,714,cat_0
6123,2273,574,784,cat_2
6124,3915,635,328,cat_4
6125,7300,709,34,cat_4
6126,5725,617,884,cat_2
6127,7662,680,898,cat_1
6128,3419,110,827,cat_4
6129,4766,397,366,cat_1
6130,8105,309,699,cat_0
6131,478,133,204,cat_3
6132,139,480,711,cat_0
6133,7710,571,6,cat_0
6134,3169,87,642,cat_1
6135,334,143,951,cat_2
6136,2465,912,191,cat_1
6137,30,953,517,cat_0
6138,6696,478,133,cat_4
6139,969,799,690,cat_3
6140,9136,658,691,cat_2
6141,6857,770,918,cat_0
6142,613,573,463,cat_2
6143,7332,135,916,cat_1
6144,6261,363,253,cat_4
6145,7307,176,534,cat_3
6146,4252,691,109,cat_2
6147,7947,794,25,cat_1
6148,2761,781,639,cat_3
6149,9077,285,368,cat_4
6150,2766,564,349,cat_1
6151,406,909,712,cat_0
6152,1842,977,569,cat_2
6153,6473,217,893,cat_1
6154,1331,215,776,cat_2
6155,3150,94,762,cat_4
6156,8048,96,972,cat_2
6157,4795,595,627,cat_0
6158,5164,181,495,cat_1
6159,7717,403,875,cat_1
6160,8577,924,719,cat_3
6161,4458,571,505,cat_1
6162,4061,347,732,cat_1
6163,7715,761,304,cat_3
6164,2795,75,627,cat_1
6165,4442,151,312,cat_3
6166,5184,999,87,cat_2
6167,3892,901,171,cat_4
6168,2258,788,84,cat_2
6169,5613,337,818,cat_0
6170,9024,993,309,cat_2
6171,3213,381,826,cat_1
6172,7348,19,248,cat_3
6173,4585,6,303,cat_1
6174,7747,557,168,cat_0
6175,854,588,16,cat_2
6176,4380,123,34,cat_1
6177,2395,523,362,cat_0
6178,1663,75,712,cat_3
6179,9426,58,208,cat_3
6180,6305,971,252,cat_0
6181,3059,763,397,cat_3
6182,2463,694,172,cat_3
6183,8307,587,599,cat_2
6184,986,740,331,cat_3
